index_caracteristique_interieure;surface_carrez;type_local;nombre_ pieces_principales;index_adresse
930;74.96;Appartement;5;930
931;93.3;Maison;4;931
932;49.76;Appartement;2;932
933;20.5;Appartement;1;933
934;49.41;Appartement;2;934
935;79.8;Appartement;3;935
936;68.95;Appartement;3;936
937;62.93;Appartement;3;937
938;30.63;Appartement;1;938
939;62.98;Appartement;3;939
940;32;Appartement;1;940
941;76.92;Appartement;3;941
942;52.22;Appartement;2;942
943;9.81;Appartement;2;943
944;63.45;Appartement;4;944
945;68.02;Appartement;3;945
946;26.2;Appartement;1;946
947;50.12;Appartement;2;947
948;35.8;Appartement;1;948
949;32.03;Appartement;2;949
950;21.01;Appartement;1;950
951;78.01;Appartement;3;951
952;38.69;Appartement;2;952
953;26.02;Appartement;1;953
954;51.39;Appartement;2;954
955;54.22;Appartement;3;955
956;29.16;Appartement;1;956
957;54.34;Appartement;2;957
958;83.72;Appartement;3;958
959;27.8;Appartement;1;959
960;29.82;Appartement;2;960
961;88.39;Appartement;3;961
962;49.42;Appartement;2;962
963;98.5;Appartement;3;963
964;29;Appartement;1;964
965;47.42;Appartement;2;965
966;33.63;Appartement;2;966
967;44.05;Appartement;3;967
968;46.66;Appartement;2;968
969;36.8;Appartement;3;969
970;38;Appartement;2;970
971;34.66;Appartement;1;971
972;16.65;Appartement;1;972
973;61.17;Appartement;3;973
974;42.84;Appartement;2;974
975;56.01;Appartement;2;975
976;23.92;Appartement;1;976
977;25.8;Appartement;3;977
978;39.97;Appartement;2;978
979;77.15;Appartement;4;979
980;31.95;Appartement;1;980
981;34.63;Appartement;1;981
982;25.85;Appartement;1;982
983;42.41;Appartement;1;983
984;72.95;Appartement;2;984
985;30.1;Appartement;1;985
986;27.31;Appartement;1;986
987;103.21;Maison;3;987
988;69.82;Appartement;3;988
989;40.2;Appartement;2;989
990;17.13;Appartement;1;990
991;29.29;Appartement;1;991
992;16.2;Appartement;1;992
993;27.01;Appartement;1;993
994;130.6;Appartement;2;994
995;74.71;Appartement;4;995
996;49.06;Appartement;1;996
997;67.34;Maison;3;997
998;79.07;Appartement;4;998
999;15.41;Appartement;2;999
1000;41.88;Appartement;2;1000
1001;28.95;Appartement;1;1001
1002;51.35;Appartement;2;1002
1003;32.73;Appartement;1;1003
1004;30.7;Appartement;1;1004
1005;39.04;Appartement;2;1005
1006;53.12;Maison;3;1006
1007;26.4;Appartement;1;1007
1008;59.21;Appartement;2;1008
1009;61.04;Appartement;3;1009
1010;67.3;Appartement;3;1010
1011;71.3;Appartement;3;1011
1012;23.2;Appartement;1;1012
1013;67.3;Appartement;3;1013
1014;27.5;Appartement;1;1014
1015;32.18;Appartement;1;1015
1016;67.78;Appartement;3;1016
1017;42.61;Appartement;3;1017
1018;76.24;Appartement;3;1018
1019;18.92;Appartement;1;1019
1020;22.16;Appartement;1;1020
1021;25.23;Appartement;1;1021
1022;41.56;Appartement;2;1022
1023;72.6;Appartement;3;1023
1024;107.35;Appartement;3;1024
1025;27.9;Appartement;1;1025
1026;23.63;Appartement;1;1026
1027;70.18;Appartement;2;1027
1028;46.2;Appartement;2;1028
1029;28.28;Appartement;1;1029
1030;95.85;Appartement;4;1030
1031;26.45;Appartement;1;1031
1032;31.76;Appartement;1;1032
1033;21.64;Appartement;1;1033
1034;30.26;Appartement;1;1034
1035;23.05;Appartement;3;1035
1036;36.67;Appartement;2;1036
1037;24.35;Appartement;1;1037
1038;113.1;Maison;3;1038
1039;34.3;Appartement;1;1039
1040;15.94;Appartement;1;1040
1041;21.02;Appartement;1;1041
1042;31.27;Appartement;1;1042
1043;33.24;Appartement;1;1043
1044;40.25;Appartement;2;1044
1045;39.91;Appartement;1;1045
1046;60.3;Appartement;3;1046
1047;37.25;Appartement;2;1047
1048;44.88;Maison;4;1048
1049;48.03;Appartement;2;1049
1050;52.5;Appartement;2;1050
1051;40.42;Appartement;2;1051
1052;63.42;Appartement;4;1052
1053;47.03;Appartement;2;1053
1054;39.32;Appartement;2;1054
1055;31.81;Appartement;2;1055
1056;115.42;Appartement;5;1056
1057;37.6;Appartement;2;1057
1058;23.53;Appartement;1;1058
1059;86.46;Appartement;2;1059
1060;24.74;Appartement;0;1060
1061;56.5;Appartement;3;1061
1062;70.56;Appartement;3;1062
1063;35.02;Appartement;2;1063
1064;38.57;Appartement;1;1064
1065;38.77;Appartement;2;1065
1066;86.65;Appartement;4;1066
1067;36.54;Appartement;1;1067
1068;55.65;Appartement;2;1068
1069;47.38;Appartement;2;1069
1070;34.39;Appartement;1;1070
1071;39.51;Appartement;2;1071
1072;38.71;Appartement;2;1072
1073;77.6;Appartement;3;1073
1074;28.02;Appartement;2;1074
1075;28.33;Appartement;1;1075
1076;27.62;Appartement;2;1076
1077;19.05;Appartement;1;1077
1078;51.16;Appartement;3;1078
1079;27.83;Appartement;1;1079
1080;36.34;Appartement;2;1080
1081;41.14;Appartement;2;1081
1082;96.83;Appartement;3;1082
1083;16.64;Appartement;1;1083
1084;35.48;Appartement;2;1084
1085;67.21;Appartement;3;1085
1086;39.51;Appartement;1;1086
1087;32.84;Appartement;2;1087
1088;21.79;Appartement;2;1088
1089;51.21;Appartement;2;1089
1090;63.27;Appartement;3;1090
1091;22.89;Appartement;2;1091
1092;77.58;Appartement;4;1092
1093;33.88;Appartement;2;1093
1094;28.26;Appartement;1;1094
1095;56.95;Appartement;3;1095
1096;41.66;Appartement;2;1096
1097;22.08;Appartement;2;1097
1098;25.27;Appartement;1;1098
1099;39.66;Appartement;1;1099
1100;27.84;Appartement;1;1100
1101;29.7;Appartement;1;1101
1102;27.91;Appartement;1;1102
1103;51.68;Appartement;1;1103
1104;35.28;Appartement;1;1104
1105;47.63;Appartement;2;1105
1106;59.6;Appartement;1;1106
1107;88.88;Appartement;4;1107
1108;129.61;Appartement;4;1108
1109;25.01;Appartement;1;1109
1110;43.65;Appartement;4;1110
1111;25.6;Appartement;1;1111
1112;55.07;Appartement;2;1112
1113;36.38;Appartement;1;1113
1114;76.05;Appartement;3;1114
1115;93.22;Appartement;4;1115
1116;47.27;Appartement;2;1116
1117;58.56;Appartement;2;1117
1118;57.3;Appartement;3;1118
1119;22.4;Appartement;1;1119
1120;71.13;Appartement;2;1120
1121;107.56;Appartement;5;1121
1122;20.56;Appartement;1;1122
1123;25.31;Appartement;1;1123
1124;51.6;Appartement;2;1124
1125;22.62;Appartement;1;1125
1126;31.06;Appartement;1;1126
1127;27.3;Appartement;1;1127
1128;21.22;Appartement;1;1128
1129;99.89;Appartement;2;1129
1130;138.33;Appartement;3;1130
1131;29.02;Appartement;1;1131
1132;37.86;Appartement;2;1132
1133;23.4;Appartement;2;1133
1134;30.93;Appartement;1;1134
1135;20.19;Appartement;1;1135
1136;84;Appartement;4;1136
1137;27.24;Appartement;2;1137
1138;62.56;Appartement;3;1138
1139;35.03;Appartement;1;1139
1140;43.41;Appartement;2;1140
1141;72.01;Appartement;4;1141
1142;56.95;Appartement;4;1142
1143;11.5;Appartement;2;1143
1144;42.13;Appartement;2;1144
1145;19.3;Appartement;1;1145
1146;33.56;Appartement;1;1146
1147;83.55;Maison;4;1147
1148;59.16;Appartement;2;1148
1149;39.66;Appartement;2;1149
1150;39.7;Appartement;2;1150
1151;33.57;Appartement;1;1151
1152;29.32;Appartement;1;1152
1153;26.77;Appartement;2;1153
1154;56.05;Appartement;2;1154
1155;34.46;Appartement;1;1155
1156;63.15;Appartement;3;1156
1157;43.42;Appartement;2;1157
1158;50.85;Appartement;2;1158
1159;22.71;Appartement;1;1159
1160;50.15;Appartement;3;1160
1161;71.56;Appartement;4;1161
1162;52.73;Appartement;2;1162
1163;24.58;Appartement;1;1163
1164;26.3;Appartement;1;1164
1165;43.3;Appartement;2;1165
1166;28.01;Appartement;1;1166
1167;21.43;Appartement;2;1167
1168;35.4;Appartement;2;1168
1169;28.63;Appartement;1;1169
1170;86.78;Appartement;3;1170
1171;43.89;Appartement;3;1171
1172;58.53;Appartement;2;1172
1173;35.25;Appartement;2;1173
1174;62.9;Appartement;3;1174
1175;43.65;Appartement;2;1175
1176;34.11;Appartement;1;1176
1177;70.64;Appartement;3;1177
1178;84.37;Maison;4;1178
1179;22.89;Appartement;1;1179
1180;32.1;Appartement;2;1180
1181;22.42;Appartement;2;1181
1182;30.01;Appartement;1;1182
1183;116.57;Maison;6;1183
1184;60.42;Appartement;2;1184
1185;88.05;Appartement;2;1185
1186;21.82;Appartement;1;1186
1187;59.18;Appartement;3;1187
1188;15.97;Appartement;1;1188
1189;42.1;Appartement;2;1189
1190;80.25;Appartement;2;1190
1191;28.35;Appartement;1;1191
1192;35.71;Appartement;3;1192
1193;43.2;Appartement;2;1193
1194;31.08;Appartement;2;1194
1195;87.01;Appartement;1;1195
1196;102.75;Maison;3;1196
1197;57.45;Appartement;3;1197
1198;75.81;Appartement;3;1198
1199;57.72;Appartement;2;1199
1200;30.03;Appartement;2;1200
1201;22.67;Appartement;1;1201
1202;26.65;Appartement;1;1202
1203;21.5;Appartement;1;1203
1204;43;Appartement;2;1204
1205;21.46;Appartement;1;1205
1206;59.85;Appartement;3;1206
1207;32.98;Appartement;2;1207
1208;178.86;Appartement;4;1208
1209;17.74;Appartement;1;1209
1210;57.37;Appartement;3;1210
1211;67.8;Appartement;3;1211
1212;44.9;Appartement;3;1212
1213;39.86;Appartement;2;1213
1214;53.65;Appartement;3;1214
1215;48.2;Appartement;3;1215
1216;38.75;Appartement;2;1216
1217;16.38;Appartement;1;1217
1218;75.05;Appartement;4;1218
1219;51.44;Appartement;2;1219
1220;79.11;Appartement;5;1220
1221;21.2;Appartement;1;1221
1222;36.48;Appartement;4;1222
1223;79.78;Appartement;3;1223
1224;79.45;Appartement;3;1224
1225;83.28;Appartement;3;1225
1226;52.06;Appartement;2;1226
1227;57.01;Appartement;1;1227
1228;28.34;Appartement;1;1228
1229;58.36;Appartement;4;1229
1230;24.96;Appartement;1;1230
1231;96.58;Maison;4;1231
1232;20.7;Appartement;1;1232
1233;46.05;Appartement;3;1233
1234;15.72;Appartement;1;1234
1235;57.75;Appartement;2;1235
1236;46.02;Appartement;2;1236
1237;20.85;Appartement;1;1237
1238;69.47;Appartement;3;1238
1239;44.05;Appartement;1;1239
1240;52.6;Appartement;2;1240
1241;22.05;Appartement;1;1241
1242;65.67;Appartement;4;1242
1243;41.77;Appartement;2;1243
1244;49.23;Appartement;2;1244
1245;53.62;Appartement;2;1245
1246;26.61;Appartement;1;1246
1247;14.53;Appartement;1;1247
1248;86.14;Appartement;3;1248
1249;31.91;Appartement;2;1249
1250;85.15;Appartement;4;1250
1251;30.38;Appartement;1;1251
1252;65.39;Appartement;1;1252
1253;18.63;Appartement;1;1253
1254;62.41;Appartement;3;1254
1255;27.34;Appartement;1;1255
1256;31.06;Appartement;2;1256
1257;45.93;Appartement;3;1257
1258;24.45;Appartement;2;1258
1259;63.51;Appartement;3;1259
1260;51.41;Appartement;3;1260
1261;79.2;Appartement;4;1261
1262;82.67;Maison;5;1262
1263;83.05;Appartement;4;1263
1264;29.47;Appartement;2;1264
1265;61.45;Appartement;3;1265
1266;36.09;Appartement;2;1266
1267;59.41;Appartement;2;1267
1268;25.34;Appartement;1;1268
1269;60.48;Appartement;2;1269
1270;21.04;Appartement;1;1270
1271;36.16;Appartement;2;1271
1272;40.56;Appartement;3;1272
1273;44;Appartement;1;1273
1274;43.76;Appartement;2;1274
1275;45.21;Appartement;2;1275
1276;46.49;Appartement;2;1276
1277;36.09;Appartement;2;1277
1278;70.08;Appartement;1;1278
1279;50.01;Appartement;1;1279
1280;107.52;Appartement;4;1280
1281;84.5;Appartement;3;1281
1282;168.51;Appartement;5;1282
1283;39.04;Appartement;2;1283
1284;70;Appartement;2;1284
1285;54.33;Appartement;2;1285
1286;29.51;Appartement;1;1286
1287;29.63;Appartement;1;1287
1288;17.95;Appartement;1;1288
1289;40.1;Appartement;3;1289
1290;51;Appartement;3;1290
1291;44.06;Appartement;2;1291
1292;35.56;Appartement;1;1292
1293;69.4;Appartement;4;1293
1294;20;Appartement;1;1294
1295;78.65;Appartement;4;1295
1296;20.8;Appartement;1;1296
1297;46.24;Appartement;3;1297
1298;32.03;Appartement;2;1298
1299;43.62;Appartement;2;1299
1300;22.36;Appartement;1;1300
1301;82.59;Appartement;4;1301
1302;88.94;Appartement;3;1302
1303;37.14;Appartement;2;1303
1304;36.09;Appartement;1;1304
1305;25.75;Appartement;4;1305
1306;20.41;Appartement;1;1306
1307;65.48;Appartement;4;1307
1308;73.34;Appartement;4;1308
1309;27.33;Appartement;2;1309
1310;32.2;Appartement;2;1310
1311;93;Appartement;3;1311
1312;93;Appartement;3;1312
1313;16.72;Appartement;5;1313
1314;19.32;Appartement;1;1314
1315;20.19;Appartement;1;1315
1316;92.51;Appartement;4;1316
1317;28.25;Appartement;1;1317
1318;49.11;Appartement;2;1318
1319;14.97;Appartement;3;1319
1320;65.85;Appartement;3;1320
1321;26.48;Appartement;1;1321
1322;33.39;Appartement;2;1322
1323;51.07;Appartement;2;1323
1324;22.2;Maison;1;1324
1325;26.87;Appartement;1;1325
1326;83.15;Appartement;3;1326
1327;68.06;Appartement;3;1327
1328;106.76;Appartement;5;1328
1329;48.39;Appartement;1;1329
1330;69.51;Appartement;3;1330
1331;28.95;Appartement;1;1331
1332;48.02;Appartement;2;1332
1333;56;Appartement;3;1333
1334;54;Appartement;3;1334
1335;56.27;Appartement;1;1335
1336;29.07;Appartement;1;1336
1337;100.21;Maison;3;1337
1338;48.68;Appartement;2;1338
1339;22.47;Appartement;2;1339
1340;37.66;Appartement;2;1340
1341;39.11;Appartement;1;1341
1342;54.26;Appartement;2;1342
1343;66.2;Appartement;3;1343
1344;55.35;Appartement;1;1344
1345;51.24;Appartement;2;1345
1346;66.34;Appartement;3;1346
1347;67.71;Appartement;3;1347
1348;27.59;Appartement;1;1348
1349;51.17;Appartement;3;1349
1350;35.76;Appartement;3;1350
1351;24.85;Appartement;2;1351
1352;73.59;Appartement;3;1352
1353;172.57;Maison;5;1353
1354;106.63;Maison;6;1354
1355;92.64;Appartement;4;1355
1356;47.08;Appartement;2;1356
1357;90.45;Appartement;4;1357
1358;67.94;Appartement;3;1358
1359;88.65;Appartement;3;1359
1360;83.7;Appartement;4;1360
1361;45.52;Appartement;2;1361
1362;37.9;Appartement;1;1362
1363;43.68;Appartement;2;1363
1364;38.69;Appartement;2;1364
1365;97.04;Appartement;4;1365
1366;42.57;Appartement;2;1366
1367;87.39;Appartement;4;1367
1368;66.52;Appartement;4;1368
1369;85.83;Appartement;3;1369
1370;105.55;Appartement;4;1370
1371;51.49;Appartement;2;1371
1372;29.3;Appartement;1;1372
1373;44.61;Appartement;2;1373
1374;88.76;Appartement;4;1374
1375;16.7;Appartement;1;1375
1376;39.73;Appartement;2;1376
1377;44.51;Appartement;2;1377
1378;59.2;Appartement;3;1378
1379;66.01;Appartement;3;1379
1380;28.08;Appartement;1;1380
1381;77.78;Maison;3;1381
1382;44.69;Appartement;2;1382
1383;60.92;Appartement;3;1383
1384;59.03;Appartement;3;1384
1385;144.58;Appartement;5;1385
1386;32.15;Appartement;2;1386
1387;55.92;Appartement;2;1387
1388;27.35;Appartement;2;1388
1389;116.59;Maison;4;1389
1390;39.33;Appartement;2;1390
1391;27;Appartement;1;1391
1392;29.42;Appartement;2;1392
1393;53.23;Appartement;2;1393
1394;31.4;Appartement;1;1394
1395;51.6;Appartement;2;1395
1396;96.43;Maison;4;1396
1397;42.42;Appartement;3;1397
1398;85.35;Appartement;4;1398
1399;65.23;Appartement;3;1399
1400;19.3;Appartement;0;1400
1401;95.21;Appartement;4;1401
1402;33.39;Appartement;1;1402
1403;20.64;Appartement;1;1403
1404;34.55;Appartement;2;1404
1405;64.05;Appartement;3;1405
1406;30.97;Appartement;1;1406
1407;90.31;Appartement;3;1407
1408;68.09;Appartement;4;1408
1409;96.45;Maison;5;1409
1410;28.29;Appartement;1;1410
1411;46.76;Appartement;2;1411
1412;23.5;Appartement;1;1412
1413;26.88;Appartement;1;1413
1414;72.8;Appartement;3;1414
1415;46.58;Appartement;3;1415
1416;87.15;Appartement;4;1416
1417;23.15;Appartement;1;1417
1418;31.31;Appartement;1;1418
1419;45.42;Appartement;2;1419
1420;77.09;Appartement;3;1420
1421;68.12;Appartement;3;1421
1422;72.22;Appartement;3;1422
1423;62.31;Appartement;2;1423
1424;107.33;Maison;5;1424
1425;34.1;Appartement;1;1425
1426;3.27;Appartement;4;1426
1427;41;Appartement;2;1427
1428;29.08;Appartement;1;1428
1429;84.29;Appartement;4;1429
1430;27.63;Appartement;1;1430
1431;115.11;Maison;4;1431
1432;37.02;Appartement;2;1432
1433;69.28;Maison;3;1433
1434;54.32;Appartement;2;1434
1435;26.58;Appartement;1;1435
1436;26.67;Appartement;1;1436
1437;56.26;Appartement;3;1437
1438;38.01;Appartement;1;1438
1439;36.4;Appartement;2;1439
1440;66.65;Appartement;3;1440
1441;55.74;Appartement;2;1441
1442;201.3;Maison;6;1442
1443;36.27;Appartement;2;1443
1444;50.03;Appartement;2;1444
1445;33.22;Appartement;2;1445
1446;29.75;Appartement;1;1446
1447;60.81;Appartement;3;1447
1448;23.79;Appartement;1;1448
1449;120.32;Appartement;4;1449
1450;23.1;Appartement;1;1450
1451;19.31;Appartement;1;1451
1452;103.6;Appartement;4;1452
1453;51.23;Appartement;2;1453
1454;68.58;Appartement;3;1454
1455;93.24;Appartement;3;1455
1456;70.15;Appartement;3;1456
1457;82.92;Appartement;4;1457
1458;60;Appartement;2;1458
1459;80.72;Maison;4;1459
1460;50.4;Appartement;3;1460
1461;266.84;Maison;6;1461
1462;55.91;Appartement;2;1462
1463;71.44;Appartement;3;1463
1464;117.34;Appartement;5;1464
1465;55.43;Appartement;3;1465
1466;53.77;Appartement;2;1466
1467;35.32;Appartement;1;1467
1468;65.75;Appartement;3;1468
1469;22.15;Appartement;1;1469
1470;60.8;Appartement;3;1470
1471;46.02;Appartement;2;1471
1472;79.58;Appartement;4;1472
1473;52.1;Appartement;2;1473
1474;32.46;Appartement;2;1474
1475;63.7;Appartement;3;1475
1476;36.58;Appartement;2;1476
1477;39.66;Appartement;2;1477
1478;39.86;Appartement;2;1478
1479;30.04;Appartement;1;1479
1480;70.3;Appartement;3;1480
1481;43.91;Appartement;1;1481
1482;46.06;Appartement;2;1482
1483;16.17;Appartement;1;1483
1484;15.38;Appartement;1;1484
1485;15.57;Appartement;1;1485
1486;80.05;Maison;2;1486
1487;59.36;Appartement;2;1487
1488;78.03;Maison;4;1488
1489;36.93;Appartement;1;1489
1490;39.73;Appartement;1;1490
1491;77.39;Appartement;4;1491
1492;72.05;Appartement;3;1492
1493;81.23;Appartement;4;1493
1494;40.01;Appartement;2;1494
1495;52.05;Appartement;3;1495
1496;45.55;Appartement;2;1496
1497;21.26;Appartement;1;1497
1498;110.17;Maison;5;1498
1499;45.94;Appartement;2;1499
1500;17.28;Appartement;1;1500
1501;57.3;Appartement;2;1501
1502;81.46;Appartement;5;1502
1503;25.56;Appartement;1;1503
1504;78.43;Appartement;3;1504
1505;73.78;Appartement;4;1505
1506;63.87;Appartement;3;1506
1507;29.58;Appartement;1;1507
1508;51.01;Appartement;2;1508
1509;57.88;Appartement;1;1509
1510;77.52;Appartement;3;1510
1511;57.12;Appartement;2;1511
1512;44.66;Appartement;2;1512
1513;21.89;Appartement;1;1513
1514;65.02;Appartement;3;1514
1515;84.71;Appartement;3;1515
1516;37.49;Appartement;2;1516
1517;70.31;Appartement;3;1517
1518;46.37;Appartement;3;1518
1519;83.78;Appartement;4;1519
1520;57.26;Appartement;2;1520
1521;20.2;Appartement;1;1521
1522;28.6;Appartement;1;1522
1523;72.07;Appartement;3;1523
1524;75.05;Appartement;4;1524
1525;23.54;Appartement;1;1525
1526;101.01;Maison;5;1526
1527;68.32;Appartement;3;1527
1528;67.62;Appartement;3;1528
1529;41.14;Appartement;1;1529
1530;71.28;Appartement;4;1530
1531;19.31;Appartement;1;1531
1532;60.4;Appartement;3;1532
1533;74.03;Appartement;3;1533
1534;63.53;Appartement;3;1534
1535;25.31;Appartement;1;1535
1536;65.59;Appartement;4;1536
1537;28.01;Appartement;1;1537
1538;64.66;Appartement;3;1538
1539;41.64;Appartement;2;1539
1540;34.65;Appartement;1;1540
1541;54.95;Appartement;2;1541
1542;20.89;Appartement;1;1542
1543;43.7;Appartement;2;1543
1544;84.14;Appartement;4;1544
1545;57.03;Appartement;2;1545
1546;22.54;Appartement;1;1546
1547;38.96;Appartement;2;1547
