index_adresse;numero_voie;complement_numero_voie;type_de_voie;nom_voie;code_postal;commune
21951;36;;RUE;HENRI LOT;91 860 ;EPINAY-SOUS-SENART
21952;45;;RUE;DES 3 CHENES;91 800 ;BRUNOY
21953;33;;IMP;DES JOURNALIERS;91 080 ;EVRY-COURCOURONNES
21954;12;;RUE;CURIE;91 800 ;BRUNOY
21955;9001;;;OR SENART ANDERSEN;91 210 ;DRAVEIL
21956;16;;AV;JEAN JAURES;91 560 ;CROSNE
21957;14;;RUE;POVOA DE VARZIM;91 230 ;MONTGERON
21958;17;;RUE;DE LA SABLIERE;91 540 ;MENNECY
21959;;;RES;LES JARDINS DE LA BALE;91 540 ;FONTENAY-LE-VICOMTE
21960;51;;RUE;HENRI ROCHEFORT;91 000 ;EVRY-COURCOURONNES
21961;47;;VIL;DES SORBIERS;91 800 ;BOUSSY-SAINT-ANTOINE
21962;6;;RUE;DES FRERES LUMIERE;91 080 ;EVRY-COURCOURONNES
21963;15;;RUE;DES ANEMONES;91 210 ;DRAVEIL
21964;1;;RUE;DES FRERES LUMIERE;91 080 ;EVRY-COURCOURONNES
21965;62;;;LES HAMEAUX DE SEINE;91 250 ;SAINTRY-SUR-SEINE
21966;11;;RUE;MARCEL PAGNOL;91 800 ;BOUSSY-SAINT-ANTOINE
21967;13;;AV;DE LA REPUBLIQUE;91 560 ;CROSNE
21968;5307;;;LE MOULIN DE VILLOISON;91 100 ;VILLABE
21969;2;;RUE;THIROUX D ARCONVILLE;91 560 ;CROSNE
21970;32;;RUE;DU DOCTEUR VIGNES;91 100 ;CORBEIL ESSONNES
21971;128;;AV;DE LA REPUBLIQUE;91 230 ;MONTGERON
21972;40;;RUE;HENRI MARTIN;91 270 ;VIGNEUX SUR SEINE
21973;9;;RUE;VIVALDI;91 280 ;SAINT-PIERRE-DU-PERRAY
21974;25;;RUE;CHARLES DE GAULLE;91 070 ;BONDOUFLE
21975;16;;AV;JEAN JAURES;91 560 ;CROSNE
21976;8;;BD;DE VANDEUL;91 450 ;SOISY-SUR-SEINE
21977;3;;ALL;COLETTE;91 270 ;VIGNEUX SUR SEINE
21978;1;;AV;DU MARECHAL JUIN;91 330 ;YERRES
21979;9001;;;LA GRANGE AUX BELLES;91 800 ;BOUSSY-SAINT-ANTOINE
21980;13;;RUE;DU COMMERCE;91 280 ;SAINT-PIERRE-DU-PERRAY
21981;3;;ALL;DES PLATANES;91 800 ;BOUSSY-SAINT-ANTOINE
21982;22;;RUE;GAY LUSSAC;91 330 ;YERRES
21983;1;;ALL;DES PLATANES;91 800 ;BOUSSY-SAINT-ANTOINE
21984;20;;RUE;PIERRE LOTI;91 330 ;YERRES
21985;30;;RUE;MARCEAU BAILLOT;91 330 ;YERRES
21986;30;;;CLOS DE LA HIBOUTIERE;91 800 ;BOUSSY-SAINT-ANTOINE
21987;9;;ALL;DU COMTE DE PROVENCE;91 860 ;EPINAY-SOUS-SENART
21988;39;;RUE;DE LA DAUPHINE;91 100 ;CORBEIL ESSONNES
21989;21;;RUE;DES OISEAUX;91 130 ;RIS-ORANGIS
21990;20;;RUE;DES CEDRES;91 270 ;VIGNEUX SUR SEINE
21991;15;;PL;GALIGNANI;91 100 ;CORBEIL ESSONNES
21992;52;;AV;DU PETIT CHATEAU;91 800 ;BRUNOY
21993;2;;AV;DE L EGLISE;91 000 ;EVRY-COURCOURONNES
21994;37;;BD;DECAUVILLE;91 000 ;EVRY-COURCOURONNES
21995;25;;BD;DECAUVILLE;91 000 ;EVRY-COURCOURONNES
21996;12;A;SQ;ELIE RECLUS;91 000 ;EVRY-COURCOURONNES
21997;27;;AV;DE LA RESISTANCE;91 330 ;YERRES
21998;4;;RUE;DE L'ERABLE;91 800 ;BOUSSY-SAINT-ANTOINE
21999;33;;BD;FRANCOIS MITTERRAND;91 000 ;EVRY-COURCOURONNES
22000;8;;RUE;HENRI DUNANT;91 000 ;EVRY-COURCOURONNES
22001;49;;RUE;BOILEAU;91 330 ;YERRES
22002;21;;AV;GABRIELLE D'ESTREES;91 830 ;COUDRAY-MONTCEAUX (LE)
22003;37;;BD;DECAUVILLE;91 000 ;EVRY-COURCOURONNES
22004;14;;AV;DE LA MONTAGNE DES GLAISES;91 100 ;CORBEIL ESSONNES
22005;2;C;RES;LES BOIS DU CERF;91 450 ;ETIOLLES
22006;203;;RUE;CHAMPOLLION;91 000 ;EVRY-COURCOURONNES
22007;26;;PL;LEON CASSE;91 100 ;CORBEIL ESSONNES
22008;3;;RUE;GEORGES BIZET;91 860 ;EPINAY-SOUS-SENART
22009;44;B;AV;DE BELLEVUE;91 210 ;DRAVEIL
22010;1;;RUE;DE L ABREUVOIR;91 540 ;MENNECY
22011;12;;RUE;DES BOIS CAILLIS;91 330 ;YERRES
22012;4;;RLE;DU MORT VOISIN;91 100 ;CORBEIL ESSONNES
22013;28;;RUE;PIERRE LOTI;91 330 ;YERRES
22014;4;;RUE;DE ROCHOPT;91 800 ;BOUSSY-SAINT-ANTOINE
22015;7;;AV;DU BOIS CHAPET;91 540 ;MENNECY
22016;29;;RUE;SERPENTE;91 860 ;EPINAY-SOUS-SENART
22017;3;;RUE;DU BESLY;91 800 ;BOUSSY-SAINT-ANTOINE
22018;4;;ALL;LANCELOT DU LAC;91 800 ;BOUSSY-SAINT-ANTOINE
22019;42;;RUE;DE LA BERGERIE;91 250 ;TIGERY
22020;43;;RUE;JEAN JAURES;91 130 ;RIS-ORANGIS
22021;20;;RUE;DU BAC DE RIS;91 450 ;SOISY-SUR-SEINE
22022;114;;RTE;DE MELUN;91 250 ;SAINTRY-SUR-SEINE
22023;2;;PL;DE LA LIBERTE;91 280 ;SAINT-PIERRE-DU-PERRAY
22024;50;;AV;DU PETIT CHATEAU;91 800 ;BRUNOY
22025;10;;IMP;DES RAYERES;91 540 ;ORMOY
22026;4;;ALL;COLETTE;91 270 ;VIGNEUX SUR SEINE
22027;6;B;RUE;DU FOUR A CHAUX;91 540 ;MENNECY
22028;14;;IMP;DE LA TONNELLE;91 540 ;ORMOY
22029;1;;RUE;MOZART;91 280 ;SAINT-PIERRE-DU-PERRAY
22030;6;;VLA;JACQUES OFFENBACH;91 860 ;EPINAY-SOUS-SENART
22031;3;;RUE;DES ERABLES;91 100 ;CORBEIL ESSONNES
22032;48;;RUE;HENRI BARBUSSE;91 330 ;YERRES
22033;3;;RUE;LA FONTAINE;91 540 ;MENNECY
22034;8;;RUE;HELOISE;91 100 ;CORBEIL ESSONNES
22035;4;;RUE;DU DOCTEUR LAENNEC;91 860 ;EPINAY-SOUS-SENART
22036;9001;;FRM;DU TEMPLE;91 130 ;RIS-ORANGIS
22037;3;;RUE;MARCELLIN BERTHELOT;91 330 ;YERRES
22038;60;;RUE;D'ANGOULEME;91 100 ;CORBEIL ESSONNES
22039;9001;;PL;DE LA PYRAMIDE;91 800 ;BRUNOY
22040;41;;RUE;DU BAS COUDRAY;91 100 ;CORBEIL ESSONNES
22041;22;;GR;GRDE RUE CHARLES DE GAULLE;91 250 ;SAINTRY-SUR-SEINE
22042;4;;AV;DE L'ESSONNE;91 130 ;RIS-ORANGIS
22043;7;;CHE;DESSOUS VIGNES NOUZET;91 230 ;MONTGERON
22044;18;;AV;VICTOR HUGO;91 860 ;EPINAY-SOUS-SENART
22045;3;;RUE;CAMILLE CLAUDEL;91 100 ;CORBEIL ESSONNES
22046;2;;RUE;DU CLOS GUINAULT;91 280 ;SAINT-PIERRE-DU-PERRAY
22047;7;;RUE;NOTRE DAME;91 450 ;SOISY-SUR-SEINE
22048;7;;RUE;DU ROLE;91 800 ;BRUNOY
22049;2;;PL;DU CHANOINE BOS;91 130 ;RIS-ORANGIS
22050;6;;RUE;MARCHAND;91 100 ;CORBEIL ESSONNES
22051;34;;RUE;DE SEINE;91 100 ;CORBEIL ESSONNES
22052;3;;RUE;PIERRE CURIE;91 560 ;CROSNE
22053;2;;ALL;LUCIEN COUPAYE;91 560 ;CROSNE
22054;67;;AV;DE BELLEVUE;91 210 ;DRAVEIL
22055;6;;SQ;DE BRETAGNE;91 330 ;YERRES
22056;2;;CHE;DESSUS VIGNES NOUZET;91 230 ;MONTGERON
22057;184;;BD;JOHN KENNEDY;91 100 ;CORBEIL ESSONNES
22058;23;;RUE;DE LA CHATAIGNERAIE;91 230 ;MONTGERON
22059;19;;RUE;DES ETANGS;91 750 ;CHAMPCUEIL
22060;15;;VLA;LEONARD DE VINCI;91 860 ;EPINAY-SOUS-SENART
22061;29;;QUAI;MAURICE RIQUIEZ;91 100 ;CORBEIL ESSONNES
22062;10;;PL;DE LA MAIRIE;91 810 ;VERT LE GRAND
22063;11;;RUE;DE LA PRIEUREE;91 070 ;BONDOUFLE
22064;14;;AV;GALLIENI;91 800 ;BRUNOY
22065;2;;RUE;CHARLES DREZET;91 100 ;CORBEIL ESSONNES
22066;27;;RUE;BOILEAU;91 560 ;CROSNE
22067;1;;AV;VICTOR HUGO;91 860 ;EPINAY-SOUS-SENART
22068;5;;ALL;DES PLATANES;91 800 ;BOUSSY-SAINT-ANTOINE
22069;5;;SQ;DES CEVENNES;91 330 ;YERRES
22070;6;;SQ;D'ANJOU;91 330 ;YERRES
22071;1;;RUE;GALILEE;91 250 ;TIGERY
22072;190;;BD;JOHN KENNEDY;91 100 ;CORBEIL ESSONNES
22073;9;;RUE;DES PRIMEVERES;91 330 ;YERRES
22074;24;;RUE;DE LA REPUBLIQUE;91 800 ;BRUNOY
22075;27;;AV;DE LA REPUBLIQUE;91 230 ;MONTGERON
22076;9001;;PL;DE LA PYRAMIDE;91 800 ;BRUNOY
22077;111;;RUE;CHARLES DE GAULLE;91 330 ;YERRES
22078;7;;;PTE AVE DE LA PYRAMIDE;91 800 ;BRUNOY
22079;25;;ALL;JEAN PARIS DE MONTMARTEL;91 860 ;EPINAY-SOUS-SENART
22080;6;;RUE;DE MILLY;91 540 ;MENNECY
22081;23;;RUE;DU PETIT MENNECY;91 540 ;MENNECY
22082;2;;VLA;DU POITOU;91 860 ;EPINAY-SOUS-SENART
22083;31;;RUE;LA FONTAINE;91 540 ;MENNECY
22084;5;;RUE;DE LA MARIVOISE;91 750 ;CHAMPCUEIL
22085;4;;RUE;DE VILLOISON;91 100 ;CORBEIL ESSONNES
22086;1;;RUE;DE LA DAME DU LAC;91 080 ;EVRY-COURCOURONNES
22087;114;;RUE;DE GOURNAY;91 100 ;CORBEIL ESSONNES
22088;3;;RUE;ROYALE;91 330 ;YERRES
22089;10;B;;CLOITRE ST SPIRE;91 100 ;CORBEIL ESSONNES
22090;54;;RUE;DE MONTGERON;91 800 ;BRUNOY
22091;4;;IMP;DE LA CLOSERIE;91 330 ;YERRES
22092;22;;RUE;MERE MARIE PIA;91 480 ;QUINCY-SOUS-SENART
22093;2;;PL;VAILLANT COUTURIER;91 100 ;CORBEIL ESSONNES
22094;9001;;FRM;DU TEMPLE;91 130 ;RIS-ORANGIS
22095;6;;ALL;DANTON;91 270 ;VIGNEUX SUR SEINE
22096;55;;AV;GALLIENI;91 800 ;BRUNOY
22097;23;;RUE;DU PETIT MENNECY;91 540 ;MENNECY
22098;9001;;RES;LES MARELLES;91 800 ;BOUSSY-SAINT-ANTOINE
22099;26;;RUE;JEAN PIESTRE;91 100 ;CORBEIL ESSONNES
22100;4;;PL;LAVOISIER;91 000 ;EVRY-COURCOURONNES
22101;11;;AV;DU MARECHAL NEY;91 860 ;EPINAY-SOUS-SENART
22102;22;;RUE;DU VIEUX MARCHE;91 250 ;SAINT-GERMAIN-LES-CORBEIL
22103;3;;AV;JEAN JAURES;91 560 ;CROSNE
22104;6;;PL;SAINT MEDARD;91 800 ;BRUNOY
22105;18;;AV;DE LA VENERIE;91 230 ;MONTGERON
22106;33;;RES;LES BOIS DU CERF;91 450 ;ETIOLLES
22107;38;;RUE;ALPHONSE DAUDET;91 000 ;EVRY-COURCOURONNES
22108;9001;;RUE;DU CLOS DES ABBESSES;91 330 ;YERRES
22109;6;;RUE;PIERRE LOTI;91 330 ;YERRES
22110;13;;RUE;DE L'ARCHE;91 090 ;LISSES
22111;46;;RUE;ST SPIRE;91 100 ;CORBEIL ESSONNES
22112;62;;RUE;FERAY;91 100 ;CORBEIL ESSONNES
22113;2;;RUE;THIROUX D ARCONVILLE;91 560 ;CROSNE
22114;27;;RUE;DE LA REPUBLIQUE;91 800 ;BRUNOY
22115;190;;BD;JOHN KENNEDY;91 100 ;CORBEIL ESSONNES
22116;80;T;RUE;FERAY;91 100 ;CORBEIL ESSONNES
22117;14;;RUE;DES VALLEES;91 800 ;BRUNOY
22118;9;;RUE;PHILISBOURG;91 800 ;BRUNOY
22119;23;;AV;DE LA REPUBLIQUE;91 230 ;MONTGERON
22120;23;;RUE;DE L'ORGE;91 000 ;EVRY-COURCOURONNES
22121;3;;SQ;BABORD;91 080 ;EVRY-COURCOURONNES
22122;6;;RES;LES ACACIAS;91 540 ;MENNECY
22123;66;;RUE;DE L'ESSONNE;91 000 ;EVRY-COURCOURONNES
22124;11;;ALL;DE LA BRIE;91 090 ;LISSES
22125;59;;AV;DE LA REPUBLIQUE;91 560 ;CROSNE
22126;25;;BD;DECAUVILLE;91 000 ;EVRY-COURCOURONNES
22127;12;;;RES DU BOIS DES GODEAUX;91 330 ;YERRES
22128;3;;VLA;DE LA MARELLE;91 860 ;EPINAY-SOUS-SENART
22129;212;;BD;HENRI BARBUSSE;91 210 ;DRAVEIL
22130;1;;RUE;DU BEL AIR;91 270 ;VIGNEUX SUR SEINE
22131;11;;RUE;NETTIE STEVENS;91 000 ;EVRY-COURCOURONNES
22132;14;;RUE;RENE CASSIN;91 100 ;CORBEIL ESSONNES
22133;42;;RUE;JEAN-JACQUES ROUSSEAU;91 100 ;CORBEIL ESSONNES
22134;30;;RUE;DU MARQUIS DE RAIES;91 080 ;EVRY-COURCOURONNES
22135;28;;RES;LES BOIS DU CERF;91 450 ;ETIOLLES
22136;2;;SQ;CHARLES BAUDELAIRE;91 000 ;EVRY-COURCOURONNES
22137;44;;RUE;LA FONTAINE CORNAILLE;91 480 ;QUINCY-SOUS-SENART
22138;3;;RUE;ANDRE LALANDE;91 000 ;EVRY-COURCOURONNES
22139;5;;AV;CARNOT;91 100 ;CORBEIL ESSONNES
22140;122;;RUE;DU GRAND MAURY;91 280 ;SAINT-PIERRE-DU-PERRAY
22141;1;;RES;LES MARELLES;91 800 ;BOUSSY-SAINT-ANTOINE
22142;16;;RUE;DU DOCTEUR VIGNES;91 100 ;CORBEIL ESSONNES
22143;32;;RUE;DE LA GRANGE;91 330 ;YERRES
22144;4;;RUE;DE L ECOLE;91 000 ;EVRY-COURCOURONNES
22145;12;;RUE;DES TROIS PARTS;91 070 ;BONDOUFLE
22146;1;;RUE;DE LA POTERIE;91 100 ;CORBEIL ESSONNES
22147;7;;AV;GABRIELLE D'ESTREES;91 830 ;COUDRAY-MONTCEAUX (LE)
22148;1;;ALL;JOHN FORD;91 080 ;EVRY-COURCOURONNES
22149;9001;;FRM;DU TEMPLE;91 130 ;RIS-ORANGIS
22150;13;;ALL;BOISSY D ANGLAS;91 000 ;EVRY-COURCOURONNES
22151;5;;SQ;CAMILLE LANGEVIN;91 000 ;EVRY-COURCOURONNES
22152;5;;ALL;ANDRE MALRAUX;91 330 ;YERRES
22153;2;;CHE;DESSUS VIGNES NOUZET;91 230 ;MONTGERON
22154;4;;AV;DE L EGLISE;91 000 ;EVRY-COURCOURONNES
22155;45;;RUE;DES 3 CHENES;91 800 ;BRUNOY
22156;4;;RES;LE PARC DE PETIT BOURG;91 000 ;EVRY-COURCOURONNES
22157;305;;QUAI;AUX FLEURS;91 000 ;EVRY-COURCOURONNES
22158;3;;RUE;DES FRENES;91 100 ;CORBEIL ESSONNES
22159;8;;RUE;CAPITAINE ROLAND DEPLANQUE;91 250 ;TIGERY
22160;123;;RUE;CHARLES DE GAULLE;91 330 ;YERRES
22161;43;B;RUE;CHARLES DE GAULLE;91 070 ;BONDOUFLE
22162;36;;RUE;DE LA POSTE;91 800 ;BRUNOY
22163;39;;AV;DARBLAY;91 100 ;CORBEIL ESSONNES
22164;30;;BD;DU GENERAL DE GAULLE;91 210 ;DRAVEIL
22165;21;;ALL;BOISSY D ANGLAS;91 000 ;EVRY-COURCOURONNES
22166;4;;RUE;JULES VALLES;91 000 ;EVRY-COURCOURONNES
22167;239;;AV;ROBERT LEUTHREAU;91 600 ;SAVIGNY-SUR-ORGE
22168;28;;RUE;ROBERT SCHUMAN;91 200 ;ATHIS MONS
22169;39;;RUE;WURTZ;91 260 ;JUVISY SUR ORGE
22170;61;;RUE;ROBERT SCHUMAN;91 200 ;ATHIS MONS
22171;24;;RES;DU PARC PIERRE;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22172;9001;;RES;VOIE DU SUD;91 160 ;LONGJUMEAU
22173;97;;RUE;EDOUARD VAILLANT;91 200 ;ATHIS MONS
22174;10;;RUE;JEAN-BAPTISTE CHARCOT;91 300 ;MASSY
22175;14;B;RUE;ANTOINE ROCCA;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22176;76;;AV;JEAN JAURES;91 600 ;SAVIGNY-SUR-ORGE
22177;5;;RUE;MONTTESSUY;91 260 ;JUVISY SUR ORGE
22178;8;;RUE;AMPERE;91 300 ;MASSY
22179;2;;RUE;ELISEE RECLUS;91 600 ;SAVIGNY-SUR-ORGE
22180;11;;RUE;JEAN MOULIN;91 420 ;MORANGIS
22181;15;B;RUE;CHARLES ROSSIGNOL;91 600 ;SAVIGNY-SUR-ORGE
22182;4;;ALL;D'AUTRICHE;91 300 ;MASSY
22183;6;;RUE;DE LA DIVISION LECLERC;91 320 ;WISSOUS
22184;17;;RUE;DE LA PEUPLERAIE;91 160 ;LONGJUMEAU
22185;1;;SQ;DE PROVENCE;91 380 ;CHILLY MAZARIN
22186;69;;AV;DES FAUVETTES;91 260 ;JUVISY SUR ORGE
22187;4;;RUE;CORVISART;91 200 ;ATHIS MONS
22188;12;;DOM;DU CHATEAU;91 380 ;CHILLY MAZARIN
22189;29;;RUE;ADOLPHE ADAM;91 160 ;LONGJUMEAU
22190;24;;RUE;DE L'ARPAJONNAIS;91 160 ;SAULX-LES-CHARTREUX
22191;25;;CHE;DE LA MESSE;91 160 ;BALLAINVILLIERS
22192;11;;RUE;GRANDE RIVE;91 170 ;VIRY CHATILLON
22193;3;;RUE;CHATEAUBRIAND;91 600 ;SAVIGNY-SUR-ORGE
22194;54;;AV;DE LA LIBERTE;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22195;7;;AV;DE L ILE DE FRANCE;91 380 ;CHILLY MAZARIN
22196;31;;AV;DE BRETAGNE;91 170 ;VIRY CHATILLON
22197;14;;RUE;DE LA RES DU CLOS PERAULT;91 200 ;ATHIS MONS
22198;1;;RUE;BERTRAND MAUPOME;91 200 ;ATHIS MONS
22199;9001;;RES;DE LA CROIX BLANCHE;91 380 ;CHILLY MAZARIN
22200;22;;RUE;PASTEUR;91 260 ;JUVISY SUR ORGE
22201;9005;;RTE;D ANTONY;91 320 ;WISSOUS
22202;113;;RUE;PDT FRANCOIS MITTERRAND;91 160 ;LONGJUMEAU
22203;6;;RUE;DES JARDINIERS;91 200 ;ATHIS MONS
22204;14;;AV;JEAN MERMOZ;91 170 ;VIRY CHATILLON
22205;6;;RUE;DE SEINE;91 260 ;JUVISY SUR ORGE
22206;18;;RUE;DE DRAVEIL;91 260 ;JUVISY SUR ORGE
22207;7;;RUE;VICTOR BASCH;91 300 ;MASSY
22208;34;;RUE;DES JARDINS;91 160 ;BALLAINVILLIERS
22209;10;;RUE;GUSTAVE LEGRAND;91 160 ;LONGJUMEAU
22210;3;;RUE;PASTEUR;91 700 ;VILLIERS-SUR-ORGE
22211;8;;ALL;JULES GUESDE;91 300 ;MASSY
22212;9001;;RES;DE LA CROIX BLANCHE;91 380 ;CHILLY MAZARIN
22213;24;;AV;RAYMOND ARON;91 300 ;MASSY
22214;1;;RUE;BLAZY;91 260 ;JUVISY SUR ORGE
22215;6;;RUE;DE LONGJUMEAU;91 160 ;BALLAINVILLIERS
22216;286;;RTE;DE CORBEIL;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22217;19;;RUE;G  ANTHONIOZ-DE GAULLE;91 200 ;ATHIS MONS
22218;9001;;RES;COMPIEGNE JUVISY;91 390 ;MORSANG-SUR-ORGE
22219;12;;AV;DE LA REPUBLIQUE;91 200 ;ATHIS MONS
22220;31;;RUE;HENRI DUNANT;91 600 ;SAVIGNY-SUR-ORGE
22221;13;;CHE;DU PLESSIS;91 350 ;GRIGNY
22222;9003;;CHE;DU MOULIN;91 350 ;GRIGNY
22223;50;;RUE;DE GRAVIGNY;91 380 ;CHILLY MAZARIN
22224;29;;RUE;DE LA PLAINE BASSE;91 200 ;ATHIS MONS
22225;4;;SQ;JEAN ZAY;91 300 ;MASSY
22226;4;;RUE;MICHEL VINCENT;91 160 ;LONGJUMEAU
22227;13;;RUE;DE CHATILLON;91 170 ;VIRY CHATILLON
22228;21;;PL;DE L'UNION EUROPEENNE;91 300 ;MASSY
22229;19;;RUE;G  ANTHONIOZ-DE GAULLE;91 200 ;ATHIS MONS
22230;13;;ALL;DE SUEDE;91 300 ;MASSY
22231;125;;RUE;DE SAVIGNY;91 420 ;MORANGIS
22232;114;;BD;ARISTIDE BRIAND;91 600 ;SAVIGNY-SUR-ORGE
22233;2;;ALL;ALBERT THOMAS;91 300 ;MASSY
22234;7;;ALL;DU CIDRIER;91 320 ;WISSOUS
22235;47;;RUE;WURTZ;91 260 ;JUVISY SUR ORGE
22236;241;;AV;GABRIEL PERI;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22237;14;;RUE;JEAN RENOIR;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22238;18;;RUE;CARNOT;91 170 ;VIRY CHATILLON
22239;24;;RUE;HOCHE;91 260 ;JUVISY SUR ORGE
22240;4;;ALL;DES ERABLES;91 420 ;MORANGIS
22241;7;;RUE;DU PERRAY;91 160 ;BALLAINVILLIERS
22242;4;;ALL;D'ARTOIS;91 170 ;VIRY CHATILLON
22243;29;;RUE;DES ROSSAYS;91 600 ;SAVIGNY-SUR-ORGE
22244;9001;;RES;VOIE DU SUD;91 160 ;LONGJUMEAU
22245;3;;ALL;ERLANGER;91 200 ;ATHIS MONS
22246;33;;RUE;HENRI DUNANT;91 600 ;SAVIGNY-SUR-ORGE
22247;4;;RUE;GAUGUIN;91 600 ;SAVIGNY-SUR-ORGE
22248;7;;AV;DU 18 AVRIL;91 200 ;ATHIS MONS
22249;5;;RUE;PAUL ELUARD;91 390 ;MORSANG-SUR-ORGE
22250;39;;RUE;DE LA GAITE;91 200 ;ATHIS MONS
22251;30;;AV;DE SEQUIGNY;91 360 ;VILLEMOISSON-S-ORGE
22252;33;;RUE;PDT FRANCOIS MITTERRAND;91 160 ;LONGJUMEAU
22253;2;T;RUE;PDT FRANCOIS MITTERRAND;91 160 ;LONGJUMEAU
22254;2;;SQ;DE PROVENCE;91 380 ;CHILLY MAZARIN
22255;6;;RUE;PAUL LAFARGUE;91 550 ;PARAY-VIEILLE-POSTE
22256;4;;RUE;DES PAQUERETTES;91 700 ;VILLIERS-SUR-ORGE
22257;12;;RUE;GAUGUIN;91 600 ;SAVIGNY-SUR-ORGE
22258;7;;RUE;FERNAND LEGER;91 320 ;WISSOUS
22259;6;;RUE;BOUGAINVILLE;91 170 ;VIRY CHATILLON
22260;63;;AV;ARISTIDE BRIAND;91 420 ;MORANGIS
22261;87;;BD;ARISTIDE BRIAND;91 600 ;SAVIGNY-SUR-ORGE
22262;7;;BD;DE BRETAGNE;91 160 ;LONGJUMEAU
22263;1;;RUE;MARYSE BASTIE;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22264;21;;RUE;DES ROSSAYS;91 600 ;SAVIGNY-SUR-ORGE
22265;7;;RUE;VICTOR BASCH;91 300 ;MASSY
22266;31;B;RUE;ROBINE;91 360 ;VILLEMOISSON-S-ORGE
22267;9002;;SQ;DE LA BRASSERIE;91 170 ;VIRY CHATILLON
22268;8;;AV;FRANCIS BERGERON;91 600 ;SAVIGNY-SUR-ORGE
22269;61;;RUE;JULES MASSENET;91 420 ;MORANGIS
22270;5;;RUE;DE DRAVEIL;91 260 ;JUVISY SUR ORGE
22271;53;;RUE;GEORGES MELIES;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22272;52;;AV;MARCEL SEMBAT;91 200 ;ATHIS MONS
22273;72;;AV;DE VERDUN;91 550 ;PARAY-VIEILLE-POSTE
22274;10;;ALL;MARIE MADELEINE FOURCADE;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22275;16;;RUE;DES ECOLES;91 160 ;LONGJUMEAU
22276;5;;RUE;DU CAPITAINE FERBER;91 170 ;VIRY CHATILLON
22277;1;;RUE;MAURICE THOREZ;91 300 ;MASSY
22278;16;;AV;JACQUES CHIRAC;91 200 ;ATHIS MONS
22279;49;;RUE;DE LA DIVISION LECLERC;91 360 ;EPINAY SUR ORGE
22280;4;;;HAMEAU DES GRIVES;91 200 ;ATHIS MONS
22281;124;;BD;ARISTIDE BRIAND;91 600 ;SAVIGNY-SUR-ORGE
22282;9001;;RES;COMPIEGNE JUVISY;91 390 ;MORSANG-SUR-ORGE
22283;7;;AV;DE L ILE DE FRANCE;91 380 ;CHILLY MAZARIN
22284;20;;RUE;DE NOS LOISIRS;91 390 ;MORSANG-SUR-ORGE
22285;11;;RUE;CHAMPLAIN;91 170 ;VIRY CHATILLON
22286;47;;RUE;WURTZ;91 260 ;JUVISY SUR ORGE
22287;28;;RUE;DE SAVIGNY;91 390 ;MORSANG-SUR-ORGE
22288;5;;RUE;DU DAUPHINE;91 300 ;MASSY
22289;21;;RUE;MARCEAU;91 390 ;MORSANG-SUR-ORGE
22290;9;;RUE;GERMAINE TILLION;91 420 ;MORANGIS
22291;15;;RUE;LOUIS BLERIOT;91 320 ;WISSOUS
22292;3;;ALL;DU DANEMARK;91 300 ;MASSY
22293;6;;ALL;JEAN OLIVIER NICOLAS;91 260 ;JUVISY SUR ORGE
22294;127;;AV;RENE CASSIN;91 390 ;MORSANG-SUR-ORGE
22295;16;;AV;JACQUES CHIRAC;91 200 ;ATHIS MONS
22296;7;;AV;DU GENERAL DE GAULLE;91 160 ;LONGJUMEAU
22297;21;;RUE;DE LA PEUPLERAIE;91 160 ;LONGJUMEAU
22298;14;;CHE;DE LA VIEILLE VIGNE;91 300 ;MASSY
22299;75;;RUE;DE JUVISY;91 200 ;ATHIS MONS
22300;7;;ALL;DU CIDRIER;91 320 ;WISSOUS
22301;7;;RUE;PAUL ELUARD;91 390 ;MORSANG-SUR-ORGE
22302;124;;AV;DU GENERAL DE GAULLE;91 170 ;VIRY CHATILLON
22303;3;;ALL;SAMUEL BECKETT;91 320 ;WISSOUS
22304;31;;VC;QUAI DE CHATILLON;91 170 ;VIRY CHATILLON
22305;18;;RUE;BLAZY;91 260 ;JUVISY SUR ORGE
22306;183;;RTE;DE CORBEIL;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22307;185;;RTE;DE LONGPONT;91 700 ;SAINTE-GENEVIEVE-DES-BOIS
22308;1;;RUE;DU LANGUEDOC;91 300 ;MASSY
22309;25;;RUE;DES ROSSAYS;91 600 ;SAVIGNY-SUR-ORGE
22310;52;;AV;SAINT MARC;91 300 ;MASSY
22311;51;;AV;MARE TAMBOUR;91 360 ;VILLEMOISSON-S-ORGE
22312;17;;GR;GRANDE RUE;91 360 ;EPINAY SUR ORGE
22313;116;;BD;ARISTIDE BRIAND;91 600 ;SAVIGNY-SUR-ORGE
22314;18;;RUE;CARNOT;91 170 ;VIRY CHATILLON
22315;13;;RUE;DE SAVIGNY;91 390 ;MORSANG-SUR-ORGE
